entry,at,order
"""Tim @ OuRDJHZx-C"" posts a big blind of 20",2020-12-05T04:21:52.804Z,160714211280811
"""Matt @ BzFeWrc0Jd"" posts a small blind of 10",2020-12-05T04:21:52.804Z,160714211280810
"Your hand is 8♠, 9♥",2020-12-05T04:21:52.804Z,160714211280806
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (1915) | #2 ""joe @ To7KZmMlPh"" (1085) | #6 ""Jen @ XqgTOswofW"" (638) | #7 ""Linan @ PKTux6PUMb"" (982) | #8 ""Dan @ ZB3s47J263"" (2825) | #9 ""Gavyn @ At3VyaLfP5"" (790) | #10 ""Matt @ BzFeWrc0Jd"" (765)",2020-12-05T04:21:52.804Z,160714211280802
"-- starting hand #14  (No Limit Texas Hold'em) (dealer: ""Gavyn @ At3VyaLfP5"") --",2020-12-05T04:21:52.804Z,160714211280801
"The player ""kumar42 @ ijiXIznN9B"" quits the game with a stack of 0.",2020-12-05T04:21:52.804Z,160714211280800
"-- ending hand #13 --",2020-12-05T04:21:46.769Z,160714210677102
"""Tim @ OuRDJHZx-C"" collected 360 from pot with Flush, Kc High (combination: K♣, Q♣, 10♣, 7♣, 6♣)",2020-12-05T04:21:46.769Z,160714210677101
"""Dan @ ZB3s47J263"" collected 2825 from pot with Flush, Ac High (combination: A♣, K♣, 10♣, 9♣, 6♣)",2020-12-05T04:21:46.769Z,160714210677100
"river: 10♣, 6♣, K♣, Q♠ [4♦]",2020-12-05T04:21:43.733Z,160714210373800
"turn: 10♣, 6♣, K♣ [Q♠]",2020-12-05T04:21:40.693Z,160714210069600
"""Dan @ ZB3s47J263"" shows a 9♣, A♣.",2020-12-05T04:21:37.680Z,160714209768102
"""kumar42 @ ijiXIznN9B"" shows a K♠, J♥.",2020-12-05T04:21:37.680Z,160714209768101
"""Tim @ OuRDJHZx-C"" shows a Q♣, 7♣.",2020-12-05T04:21:37.680Z,160714209768100
"""Tim @ OuRDJHZx-C"" calls 920",2020-12-05T04:21:36.874Z,160714209687500
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T04:21:35.444Z,160714209544500
"""Dan @ ZB3s47J263"" calls 740 and go all in",2020-12-05T04:21:31.827Z,160714209182800
"""kumar42 @ ijiXIznN9B"" raises to 920 and go all in",2020-12-05T04:21:29.586Z,160714208958700
"""Tim @ OuRDJHZx-C"" raises to 590",2020-12-05T04:21:19.046Z,160714207904700
"""Matt @ BzFeWrc0Jd"" calls 235",2020-12-05T04:21:14.498Z,160714207449900
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T04:21:12.458Z,160714207245900
"""Dan @ ZB3s47J263"" calls 235",2020-12-05T04:21:11.620Z,160714207162100
"""Linan @ PKTux6PUMb"" folds",2020-12-05T04:21:09.005Z,160714206900600
"""Jen @ XqgTOswofW"" folds",2020-12-05T04:21:08.158Z,160714206815800
"""kumar42 @ ijiXIznN9B"" raises to 235",2020-12-05T04:21:05.606Z,160714206560700
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T04:20:58.948Z,160714205894900
"""Matt @ BzFeWrc0Jd"" bets 20",2020-12-05T04:20:52.191Z,160714205219200
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T04:20:48.633Z,160714204863600
"flop:  [10♣, 6♣, K♣]",2020-12-05T04:20:44.846Z,160714204484800
"""Gavyn @ At3VyaLfP5"" calls 50",2020-12-05T04:20:44.042Z,160714204404200
"""Dan @ ZB3s47J263"" calls 50",2020-12-05T04:20:40.398Z,160714204039900
"""Linan @ PKTux6PUMb"" calls 50",2020-12-05T04:20:39.502Z,160714203950200
"""Jen @ XqgTOswofW"" calls 50",2020-12-05T04:20:38.633Z,160714203863500
"""kumar42 @ ijiXIznN9B"" calls 50",2020-12-05T04:20:35.311Z,160714203531200
"""joe @ To7KZmMlPh"" folds",2020-12-05T04:20:34.399Z,160714203440000
"""Tim @ OuRDJHZx-C"" calls 50",2020-12-05T04:20:29.276Z,160714202927700
"""Matt @ BzFeWrc0Jd"" raises to 50",2020-12-05T04:20:27.304Z,160714202730500
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T04:20:20.482Z,160714202048300
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T04:20:17.074Z,160714201707500
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T04:20:16.166Z,160714201616700
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T04:20:15.322Z,160714201532300
"""kumar42 @ ijiXIznN9B"" calls 20",2020-12-05T04:20:14.467Z,160714201446800
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T04:20:12.990Z,160714201299100
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T04:20:11.644Z,160714201164500
"""Matt @ BzFeWrc0Jd"" posts a big blind of 20",2020-12-05T04:20:07.713Z,160714200771411
"""Gavyn @ At3VyaLfP5"" posts a small blind of 10",2020-12-05T04:20:07.713Z,160714200771410
"Your hand is 8♦, 2♦",2020-12-05T04:20:07.713Z,160714200771406
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (2525) | #2 ""joe @ To7KZmMlPh"" (1105) | #3 ""kumar42 @ ijiXIznN9B"" (970) | #6 ""Jen @ XqgTOswofW"" (688) | #7 ""Linan @ PKTux6PUMb"" (1032) | #8 ""Dan @ ZB3s47J263"" (790) | #9 ""Gavyn @ At3VyaLfP5"" (840) | #10 ""Matt @ BzFeWrc0Jd"" (1050)",2020-12-05T04:20:07.713Z,160714200771401
"-- starting hand #13  (No Limit Texas Hold'em) (dealer: ""Dan @ ZB3s47J263"") --",2020-12-05T04:20:07.713Z,160714200771400
"""kumar42 @ ijiXIznN9B"" shows a 7♦, 3♣.",2020-12-05T04:20:05.031Z,160714200503200
"""Tim @ OuRDJHZx-C"" shows a 10♥, 9♣.",2020-12-05T04:20:04.852Z,160714200485300
"""Linan @ PKTux6PUMb"" shows a 8♦, 10♠.",2020-12-05T04:20:03.836Z,160714200383700
"-- ending hand #12 --",2020-12-05T04:20:02.675Z,160714200267602
"""Tim @ OuRDJHZx-C"" collected 580 from pot",2020-12-05T04:20:02.675Z,160714200267601
"Uncalled bet of 80 returned to ""Tim @ OuRDJHZx-C""",2020-12-05T04:20:02.675Z,160714200267600
"""Linan @ PKTux6PUMb"" folds",2020-12-05T04:20:01.827Z,160714200182800
"""Tim @ OuRDJHZx-C"" bets 80",2020-12-05T04:19:53.544Z,160714199354400
"river: 5♦, 2♣, 7♥, 9♥ [3♦]",2020-12-05T04:19:49.269Z,160714198927500
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T04:19:48.462Z,160714198846300
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T04:19:47.583Z,160714198758400
"""Dan @ ZB3s47J263"" folds",2020-12-05T04:19:38.530Z,160714197853000
"""Linan @ PKTux6PUMb"" calls 80",2020-12-05T04:19:37.395Z,160714197739600
"""Jen @ XqgTOswofW"" folds",2020-12-05T04:19:35.848Z,160714197584900
"""joe @ To7KZmMlPh"" folds",2020-12-05T04:19:35.003Z,160714197500400
"""Tim @ OuRDJHZx-C"" bets 80",2020-12-05T04:19:25.573Z,160714196557400
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T04:19:21.686Z,160714196168700
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T04:19:20.806Z,160714196080700
"""Dan @ ZB3s47J263"" checks",2020-12-05T04:19:14.052Z,160714195405200
"turn: 5♦, 2♣, 7♥ [9♥]",2020-12-05T04:19:12.110Z,160714195211200
"""Linan @ PKTux6PUMb"" checks",2020-12-05T04:19:11.295Z,160714195129500
"""Jen @ XqgTOswofW"" checks",2020-12-05T04:19:10.433Z,160714195043300
"""joe @ To7KZmMlPh"" checks",2020-12-05T04:19:07.925Z,160714194793200
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T04:19:06.312Z,160714194631200
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T04:19:03.640Z,160714194364100
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T04:19:02.468Z,160714194246900
"""Dan @ ZB3s47J263"" checks",2020-12-05T04:18:59.117Z,160714193911800
"flop:  [5♦, 2♣, 7♥]",2020-12-05T04:18:57.145Z,160714193714600
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T04:18:56.338Z,160714193633900
"""Gavyn @ At3VyaLfP5"" calls 60",2020-12-05T04:18:53.870Z,160714193387100
"""Dan @ ZB3s47J263"" calls 60",2020-12-05T04:18:53.027Z,160714193302800
"""Linan @ PKTux6PUMb"" calls 60",2020-12-05T04:18:52.132Z,160714193213300
"""Jen @ XqgTOswofW"" calls 60",2020-12-05T04:18:51.284Z,160714193128500
"""kumar42 @ ijiXIznN9B"" folds",2020-12-05T04:18:48.523Z,160714192852400
"""joe @ To7KZmMlPh"" calls 60",2020-12-05T04:18:47.592Z,160714192759300
"""Tim @ OuRDJHZx-C"" raises to 60",2020-12-05T04:18:41.869Z,160714192187000
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T04:18:37.986Z,160714191798700
"""Gavyn @ At3VyaLfP5"" posts a big blind of 20",2020-12-05T04:18:35.884Z,160714191588511
"""Dan @ ZB3s47J263"" posts a small blind of 10",2020-12-05T04:18:35.884Z,160714191588510
"Your hand is 8♦, 10♠",2020-12-05T04:18:35.884Z,160714191588506
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (2085) | #2 ""joe @ To7KZmMlPh"" (1165) | #3 ""kumar42 @ ijiXIznN9B"" (970) | #6 ""Jen @ XqgTOswofW"" (748) | #7 ""Linan @ PKTux6PUMb"" (1172) | #8 ""Dan @ ZB3s47J263"" (850) | #9 ""Gavyn @ At3VyaLfP5"" (900) | #10 ""Matt @ BzFeWrc0Jd"" (1110)",2020-12-05T04:18:35.884Z,160714191588501
"-- starting hand #12  (No Limit Texas Hold'em) (dealer: ""Linan @ PKTux6PUMb"") --",2020-12-05T04:18:35.884Z,160714191588500
"-- ending hand #11 --",2020-12-05T04:18:28.870Z,160714190887104
"""joe @ To7KZmMlPh"" collected 525 from pot with Straight, Q High (combination: Q♥, J♠, 10♣, 9♠, 8♦)",2020-12-05T04:18:28.870Z,160714190887103
"""joe @ To7KZmMlPh"" shows a 10♣, A♠.",2020-12-05T04:18:28.870Z,160714190887102
"""Tim @ OuRDJHZx-C"" collected 525 from pot with Straight, Q High (combination: Q♥, J♠, 10♠, 9♠, 8♦)",2020-12-05T04:18:28.870Z,160714190887101
"""Tim @ OuRDJHZx-C"" shows a 10♠, 6♠.",2020-12-05T04:18:28.870Z,160714190887100
"""Tim @ OuRDJHZx-C"" calls 240",2020-12-05T04:18:28.062Z,160714190806300
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T04:18:25.504Z,160714190550500
"""Linan @ PKTux6PUMb"" folds",2020-12-05T04:18:24.666Z,160714190466700
"""joe @ To7KZmMlPh"" raises to 240",2020-12-05T04:18:21.843Z,160714190184400
"""Tim @ OuRDJHZx-C"" bets 120",2020-12-05T04:18:16.936Z,160714189693600
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T04:18:10.867Z,160714189086700
"""Linan @ PKTux6PUMb"" checks",2020-12-05T04:18:09.100Z,160714188910100
"river: 9♠, 8♦, Q♥, 3♦ [J♠]",2020-12-05T04:18:05.999Z,160714188600500
"""Linan @ PKTux6PUMb"" calls 40",2020-12-05T04:18:05.194Z,160714188519500
"""joe @ To7KZmMlPh"" calls 40",2020-12-05T04:18:02.537Z,160714188253800
"""Tim @ OuRDJHZx-C"" calls 40",2020-12-05T04:18:00.787Z,160714188078800
"""Gavyn @ At3VyaLfP5"" bets 40",2020-12-05T04:17:57.331Z,160714187733200
"""Linan @ PKTux6PUMb"" checks",2020-12-05T04:17:51.080Z,160714187108100
"turn: 9♠, 8♦, Q♥ [3♦]",2020-12-05T04:17:49.755Z,160714186975900
"""Dan @ ZB3s47J263"" folds",2020-12-05T04:17:48.944Z,160714186894500
"""Linan @ PKTux6PUMb"" calls 60",2020-12-05T04:17:48.035Z,160714186803600
"""Jen @ XqgTOswofW"" folds",2020-12-05T04:17:47.152Z,160714186715300
"""kumar42 @ ijiXIznN9B"" folds",2020-12-05T04:17:46.268Z,160714186626900
"""joe @ To7KZmMlPh"" calls 60",2020-12-05T04:17:45.334Z,160714186533500
"""Tim @ OuRDJHZx-C"" calls 60",2020-12-05T04:17:42.238Z,160714186223900
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T04:17:39.496Z,160714185949600
"""Gavyn @ At3VyaLfP5"" bets 60",2020-12-05T04:17:36.603Z,160714185660400
"""Dan @ ZB3s47J263"" checks",2020-12-05T04:17:32.579Z,160714185258000
"""Linan @ PKTux6PUMb"" checks",2020-12-05T04:17:31.218Z,160714185121900
"flop:  [9♠, 8♦, Q♥]",2020-12-05T04:17:28.035Z,160714184803700
"""Dan @ ZB3s47J263"" checks",2020-12-05T04:17:27.231Z,160714184723200
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T04:17:25.525Z,160714184552600
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T04:17:24.679Z,160714184468000
"""kumar42 @ ijiXIznN9B"" calls 20",2020-12-05T04:17:23.830Z,160714184383100
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T04:17:22.909Z,160714184291000
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T04:17:21.083Z,160714184108400
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T04:17:18.042Z,160714183804200
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T04:17:14.967Z,160714183496800
"""kumar42 @ ijiXIznN9B"" posts a missing small blind of 10",2020-12-05T04:17:11.372Z,160714183137914
"""Dan @ ZB3s47J263"" posts a big blind of 20",2020-12-05T04:17:11.372Z,160714183137913
"""Linan @ PKTux6PUMb"" posts a small blind of 10",2020-12-05T04:17:11.372Z,160714183137912
"Your hand is K♣, 9♦",2020-12-05T04:17:11.372Z,160714183137908
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (1920) | #2 ""joe @ To7KZmMlPh"" (1000) | #3 ""kumar42 @ ijiXIznN9B"" (1000) | #6 ""Jen @ XqgTOswofW"" (768) | #7 ""Linan @ PKTux6PUMb"" (1292) | #8 ""Dan @ ZB3s47J263"" (870) | #9 ""Gavyn @ At3VyaLfP5"" (1020) | #10 ""Matt @ BzFeWrc0Jd"" (1130)",2020-12-05T04:17:11.372Z,160714183137903
"-- starting hand #11  (No Limit Texas Hold'em) (dealer: ""Jen @ XqgTOswofW"") --",2020-12-05T04:17:11.372Z,160714183137902
"The player ""kumar42 @ ijiXIznN9B"" joined the game with a stack of 1000.",2020-12-05T04:17:11.372Z,160714183137901
"The player ""joe @ To7KZmMlPh"" joined the game with a stack of 1000.",2020-12-05T04:17:11.372Z,160714183137900
"-- ending hand #10 --",2020-12-05T04:17:03.832Z,160714182383406
"""Matt @ BzFeWrc0Jd"" collected 950 from pot with Two Pair, A's & J's (combination: A♠, A♥, J♦, J♥, 9♠)",2020-12-05T04:17:03.832Z,160714182383405
"""Matt @ BzFeWrc0Jd"" shows a 3♥, A♠.",2020-12-05T04:17:03.832Z,160714182383404
"""Linan @ PKTux6PUMb"" collected 950 from pot with Two Pair, A's & J's (combination: A♦, A♥, J♦, J♥, 9♠)",2020-12-05T04:17:03.832Z,160714182383403
"""Linan @ PKTux6PUMb"" shows a A♦, 5♦.",2020-12-05T04:17:03.832Z,160714182383402
"""Tim @ OuRDJHZx-C"" collected 950 from pot with Two Pair, A's & J's (combination: A♣, A♥, J♦, J♥, 9♠)",2020-12-05T04:17:03.832Z,160714182383401
"""Tim @ OuRDJHZx-C"" shows a 2♠, A♣.",2020-12-05T04:17:03.832Z,160714182383400
"""Linan @ PKTux6PUMb"" calls 200",2020-12-05T04:17:03.022Z,160714182302300
"""Tim @ OuRDJHZx-C"" calls 200",2020-12-05T04:17:02.174Z,160714182217500
"""Matt @ BzFeWrc0Jd"" bets 200",2020-12-05T04:16:56.158Z,160714181615800
"""Linan @ PKTux6PUMb"" checks",2020-12-05T04:16:50.609Z,160714181061000
"river: J♦, 9♠, A♥, 3♠ [J♥]",2020-12-05T04:16:46.559Z,160714180656800
"""Tim @ OuRDJHZx-C"" calls 450",2020-12-05T04:16:45.750Z,160714180575000
"""Matt @ BzFeWrc0Jd"" calls 450",2020-12-05T04:16:41.619Z,160714180162000
"""Linan @ PKTux6PUMb"" bets 450",2020-12-05T04:16:34.902Z,160714179490200
"turn: J♦, 9♠, A♥ [3♠]",2020-12-05T04:16:32.574Z,160714179257500
"""Jen @ XqgTOswofW"" folds",2020-12-05T04:16:31.771Z,160714179177100
"""Tim @ OuRDJHZx-C"" calls 180",2020-12-05T04:16:29.570Z,160714178957000
"""Matt @ BzFeWrc0Jd"" calls 180",2020-12-05T04:16:25.821Z,160714178582200
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T04:16:24.404Z,160714178440400
"""Dan @ ZB3s47J263"" folds",2020-12-05T04:16:20.019Z,160714178002000
"""Linan @ PKTux6PUMb"" bets 180",2020-12-05T04:16:18.795Z,160714177879600
"""Jen @ XqgTOswofW"" checks",2020-12-05T04:16:16.419Z,160714177642000
"flop:  [J♦, 9♠, A♥]",2020-12-05T04:16:14.185Z,160714177418600
"""Jen @ XqgTOswofW"" calls 60",2020-12-05T04:16:13.374Z,160714177337500
"""Tim @ OuRDJHZx-C"" calls 60",2020-12-05T04:16:09.309Z,160714176931000
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T04:16:04.147Z,160714176414800
"""Gavyn @ At3VyaLfP5"" calls 60",2020-12-05T04:16:02.094Z,160714176209500
"""Dan @ ZB3s47J263"" calls 60",2020-12-05T04:16:00.303Z,160714176030400
"""Linan @ PKTux6PUMb"" raises to 60",2020-12-05T04:15:57.536Z,160714175753700
"The admin approved the player ""joe @ To7KZmMlPh"" participation with a stack of 1000.",2020-12-05T04:15:56.655Z,160714175665800
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T04:15:54.041Z,160714175404100
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T04:15:53.200Z,160714175320100
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T04:15:50.956Z,160714175095600
"The player ""joe @ To7KZmMlPh"" requested a seat.",2020-12-05T04:15:48.267Z,160714174826800
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T04:15:45.685Z,160714174568600
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T04:15:44.256Z,160714174425600
"""Linan @ PKTux6PUMb"" posts a big blind of 20",2020-12-05T04:15:42.540Z,160714174254510
"""Jen @ XqgTOswofW"" posts a small blind of 10",2020-12-05T04:15:42.540Z,160714174254509
"Your hand is A♦, 5♦",2020-12-05T04:15:42.540Z,160714174254505
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (1860) | #3 ""kumar42 @ ijiXIznN9B"" (1000) | #6 ""Jen @ XqgTOswofW"" (828) | #7 ""Linan @ PKTux6PUMb"" (1232) | #8 ""Dan @ ZB3s47J263"" (930) | #9 ""Gavyn @ At3VyaLfP5"" (1080) | #10 ""Matt @ BzFeWrc0Jd"" (1070)",2020-12-05T04:15:42.540Z,160714174254502
"-- starting hand #10  (No Limit Texas Hold'em) (dead button) --",2020-12-05T04:15:42.540Z,160714174254501
"The player ""joe @ To7KZmMlPh"" quits the game with a stack of 0.",2020-12-05T04:15:42.540Z,160714174254500
"""Gavyn @ At3VyaLfP5"" shows a Q♠, 10♦.",2020-12-05T04:15:36.386Z,160714173638800
"""Linan @ PKTux6PUMb"" shows a 3♠, 9♥.",2020-12-05T04:15:35.677Z,160714173567800
"-- ending hand #9 --",2020-12-05T04:15:35.519Z,160714173552501
"""Tim @ OuRDJHZx-C"" collected 1680 from pot with Two Pair, 10's & 3's (combination: 10♣, 10♠, 3♣, 3♥, Q♣)",2020-12-05T04:15:35.519Z,160714173552500
"river: 3♣, 8♥, 10♠, 3♥ [6♦]",2020-12-05T04:15:32.501Z,160714173250600
"""joe @ To7KZmMlPh"" shows a A♥, 8♦.",2020-12-05T04:15:29.466Z,160714172946701
"""Tim @ OuRDJHZx-C"" shows a Q♣, 10♣.",2020-12-05T04:15:29.466Z,160714172946700
"""Tim @ OuRDJHZx-C"" calls 490",2020-12-05T04:15:28.660Z,160714172866100
"""joe @ To7KZmMlPh"" bets 490 and go all in",2020-12-05T04:15:21.338Z,160714172133900
"turn: 3♣, 8♥, 10♠ [3♥]",2020-12-05T04:15:13.735Z,160714171373800
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T04:15:12.909Z,160714171291000
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T04:15:11.127Z,160714171112700
"""Dan @ ZB3s47J263"" folds",2020-12-05T04:15:10.132Z,160714171013200
"""Linan @ PKTux6PUMb"" folds",2020-12-05T04:15:09.201Z,160714170920200
"""joe @ To7KZmMlPh"" calls 160",2020-12-05T04:15:05.668Z,160714170566900
"""Tim @ OuRDJHZx-C"" bets 160",2020-12-05T04:14:56.798Z,160714169679800
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T04:14:52.779Z,160714169277900
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T04:14:50.058Z,160714169005900
"""Dan @ ZB3s47J263"" checks",2020-12-05T04:14:47.097Z,160714168709800
"""Linan @ PKTux6PUMb"" checks",2020-12-05T04:14:45.580Z,160714168558200
"""joe @ To7KZmMlPh"" checks",2020-12-05T04:14:44.733Z,160714168473400
"flop:  [3♣, 8♥, 10♠]",2020-12-05T04:14:41.116Z,160714168111700
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T04:14:40.304Z,160714168030500
"""Gavyn @ At3VyaLfP5"" calls 60",2020-12-05T04:14:37.122Z,160714167712300
"""Dan @ ZB3s47J263"" calls 60",2020-12-05T04:14:35.420Z,160714167542100
"The admin approved the player ""kumar42 @ ijiXIznN9B"" participation with a stack of 1000.",2020-12-05T04:14:34.560Z,160714167456700
"""Linan @ PKTux6PUMb"" calls 60",2020-12-05T04:14:34.003Z,160714167400400
"""Jen @ XqgTOswofW"" folds",2020-12-05T04:14:29.665Z,160714166966700
"""joe @ To7KZmMlPh"" calls 60",2020-12-05T04:14:28.695Z,160714166869600
"""Tim @ OuRDJHZx-C"" raises to 60",2020-12-05T04:14:26.355Z,160714166635600
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T04:14:16.999Z,160714165700000
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T04:14:15.376Z,160714165537600
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T04:14:13.405Z,160714165340600
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T04:14:12.476Z,160714165247700
"""Jen @ XqgTOswofW"" posts a big blind of 20",2020-12-05T04:14:11.305Z,160714165130710
"""joe @ To7KZmMlPh"" posts a small blind of 10",2020-12-05T04:14:11.305Z,160714165130709
"Your hand is 3♠, 9♥",2020-12-05T04:14:11.305Z,160714165130705
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (890) | #2 ""joe @ To7KZmMlPh"" (710) | #6 ""Jen @ XqgTOswofW"" (848) | #7 ""Linan @ PKTux6PUMb"" (1292) | #8 ""Dan @ ZB3s47J263"" (990) | #9 ""Gavyn @ At3VyaLfP5"" (1140) | #10 ""Matt @ BzFeWrc0Jd"" (1130)",2020-12-05T04:14:11.305Z,160714165130701
"-- starting hand #9  (No Limit Texas Hold'em) (dealer: ""Tim @ OuRDJHZx-C"") --",2020-12-05T04:14:11.305Z,160714165130700
"The player ""kumar42 @ ijiXIznN9B"" requested a seat.",2020-12-05T04:14:06.952Z,160714164695300
"""Dan @ ZB3s47J263"" shows a 4♦, 9♠.",2020-12-05T04:14:04.720Z,160714164472100
"-- ending hand #8 --",2020-12-05T04:14:03.265Z,160714164326604
"""Jen @ XqgTOswofW"" shows a 6♣, A♠.",2020-12-05T04:14:03.265Z,160714164326603
"""joe @ To7KZmMlPh"" shows a K♦, 6♠.",2020-12-05T04:14:03.265Z,160714164326602
"""Linan @ PKTux6PUMb"" collected 200 from pot with Full House, 8's over 2's (combination: 8♥, 8♣, 8♦, 2♠, 2♥)",2020-12-05T04:14:03.265Z,160714164326601
"""Linan @ PKTux6PUMb"" shows a 2♠, 5♥.",2020-12-05T04:14:03.265Z,160714164326600
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T04:14:02.450Z,160714164245200
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T04:13:59.968Z,160714163996900
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T04:13:59.107Z,160714163910800
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T04:13:58.252Z,160714163825300
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T04:13:57.375Z,160714163737600
"""joe @ To7KZmMlPh"" bets 20",2020-12-05T04:13:51.987Z,160714163199000
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T04:13:49.831Z,160714162983200
"river: 8♥, 8♣, 9♣, 2♥ [8♦]",2020-12-05T04:13:45.559Z,160714162556700
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T04:13:44.751Z,160714162475200
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T04:13:43.886Z,160714162388700
"""Linan @ PKTux6PUMb"" checks",2020-12-05T04:13:43.044Z,160714162304500
"""Jen @ XqgTOswofW"" checks",2020-12-05T04:13:42.195Z,160714162219600
"""joe @ To7KZmMlPh"" checks",2020-12-05T04:13:38.605Z,160714161860600
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T04:13:36.069Z,160714161607200
"turn: 8♥, 8♣, 9♣ [2♥]",2020-12-05T04:13:34.436Z,160714161443800
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T04:13:33.629Z,160714161363100
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T04:13:29.212Z,160714160921300
"""Linan @ PKTux6PUMb"" checks",2020-12-05T04:13:28.277Z,160714160827800
"""Jen @ XqgTOswofW"" checks",2020-12-05T04:13:27.432Z,160714160743300
"""joe @ To7KZmMlPh"" checks",2020-12-05T04:13:24.399Z,160714160440000
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T04:13:21.464Z,160714160146600
"flop:  [8♥, 8♣, 9♣]",2020-12-05T04:13:18.358Z,160714159835900
"""joe @ To7KZmMlPh"" checks",2020-12-05T04:13:17.553Z,160714159755300
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T04:13:15.472Z,160714159547200
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T04:13:08.879Z,160714158888000
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T04:13:07.653Z,160714158765400
"""Dan @ ZB3s47J263"" folds",2020-12-05T04:13:04.814Z,160714158481400
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T04:13:03.887Z,160714158388700
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T04:13:03.050Z,160714158305100
"""joe @ To7KZmMlPh"" posts a big blind of 20",2020-12-05T04:13:00.985Z,160714158098610
"""Tim @ OuRDJHZx-C"" posts a small blind of 10",2020-12-05T04:13:00.985Z,160714158098609
"Your hand is 2♠, 5♥",2020-12-05T04:13:00.985Z,160714158098605
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (910) | #2 ""joe @ To7KZmMlPh"" (750) | #6 ""Jen @ XqgTOswofW"" (888) | #7 ""Linan @ PKTux6PUMb"" (1132) | #8 ""Dan @ ZB3s47J263"" (990) | #9 ""Gavyn @ At3VyaLfP5"" (1180) | #10 ""Matt @ BzFeWrc0Jd"" (1150)",2020-12-05T04:13:00.985Z,160714158098601
"-- starting hand #8  (No Limit Texas Hold'em) (dealer: ""Matt @ BzFeWrc0Jd"") --",2020-12-05T04:13:00.985Z,160714158098600
