entry,at,order
"""CreamPuff @ owJOiR5UW9"" calls 40",2020-12-05T06:12:34.587Z,160714875458800
"""joe @ To7KZmMlPh"" calls 40",2020-12-05T06:12:32.806Z,160714875280700
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:12:31.829Z,160714875183000
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T06:12:30.927Z,160714875092800
"""Dan @ ZB3s47J263"" raises to 40",2020-12-05T06:12:30.063Z,160714875006300
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:12:27.706Z,160714874770700
"""Jen @ XqgTOswofW"" folds",2020-12-05T06:12:26.867Z,160714874686900
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:12:25.305Z,160714874530500
"""modi @ ijiXIznN9B"" folds",2020-12-05T06:12:22.379Z,160714874238000
"""joe @ To7KZmMlPh"" bets 20",2020-12-05T06:12:21.572Z,160714874157300
"river: A♣, 3♣, A♠, K♣ [5♠]",2020-12-05T06:12:19.690Z,160714873970000
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:12:18.886Z,160714873888700
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T06:12:14.527Z,160714873452800
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:12:13.380Z,160714873338000
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:12:12.432Z,160714873243200
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:12:11.589Z,160714873159000
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:12:10.739Z,160714873074000
"""modi @ ijiXIznN9B"" checks",2020-12-05T06:12:09.512Z,160714872951300
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:12:08.706Z,160714872870700
"turn: A♣, 3♣, A♠ [K♣]",2020-12-05T06:12:05.926Z,160714872592800
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:12:05.122Z,160714872512200
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T06:12:03.711Z,160714872371200
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:12:02.421Z,160714872242800
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:12:01.265Z,160714872126600
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:12:00.413Z,160714872041400
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:11:59.208Z,160714871920900
"""modi @ ijiXIznN9B"" checks",2020-12-05T06:11:57.777Z,160714871778000
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:11:56.972Z,160714871697300
"flop:  [A♣, 3♣, A♠]",2020-12-05T06:11:54.711Z,160714871471300
"""modi @ ijiXIznN9B"" checks",2020-12-05T06:11:53.902Z,160714871390300
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T06:11:53.093Z,160714871309300
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:11:51.745Z,160714871174500
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T06:11:50.306Z,160714871030600
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:11:49.402Z,160714870940300
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:11:48.453Z,160714870845400
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:11:47.611Z,160714870761200
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:11:46.769Z,160714870676900
"""modi @ ijiXIznN9B"" posts a big blind of 20",2020-12-05T06:11:44.134Z,160714870413811
"""joe @ To7KZmMlPh"" posts a small blind of 10",2020-12-05T06:11:44.134Z,160714870413810
"Your hand is 3♠, 7♣",2020-12-05T06:11:44.134Z,160714870413807
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3418) | #2 ""joe @ To7KZmMlPh"" (2640) | #3 ""modi @ ijiXIznN9B"" (4088) | #4 ""CreamPuff @ owJOiR5UW9"" (952) | #6 ""Jen @ XqgTOswofW"" (5197) | #7 ""Linan @ PKTux6PUMb"" (3803) | #8 ""Dan @ ZB3s47J263"" (1572) | #10 ""Matt @ BzFeWrc0Jd"" (330)",2020-12-05T06:11:44.134Z,160714870413801
"-- starting hand #90  (No Limit Texas Hold'em) (dealer: ""Tim @ OuRDJHZx-C"") --",2020-12-05T06:11:44.134Z,160714870413800
"""Tim @ OuRDJHZx-C"" shows a J♣, K♦.",2020-12-05T06:11:41.228Z,160714870122900
"-- ending hand #89 --",2020-12-05T06:11:36.614Z,160714869661503
"""joe @ To7KZmMlPh"" shows a 5♣, A♣.",2020-12-05T06:11:36.614Z,160714869661502
"""Matt @ BzFeWrc0Jd"" collected 130 from pot with Pair, 7's (combination: 7♠, 7♥, K♠, 10♠, 6♣)",2020-12-05T06:11:36.614Z,160714869661501
"""Matt @ BzFeWrc0Jd"" shows a 10♠, 7♠.",2020-12-05T06:11:36.614Z,160714869661500
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T06:11:35.801Z,160714869580300
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:11:32.597Z,160714869259800
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:11:30.776Z,160714869077700
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:11:29.929Z,160714868993000
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:11:26.482Z,160714868648300
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:11:24.739Z,160714868474000
"river: 6♣, K♠, 2♥, 7♥ [3♠]",2020-12-05T06:11:19.849Z,160714867985200
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T06:11:19.028Z,160714867902800
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:11:14.616Z,160714867461700
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:11:13.559Z,160714867356000
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:11:12.719Z,160714867272000
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:11:03.952Z,160714866395300
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:11:00.186Z,160714866018700
"turn: 6♣, K♠, 2♥ [7♥]",2020-12-05T06:10:58.564Z,160714865856600
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T06:10:57.754Z,160714865775500
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:10:56.402Z,160714865640300
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:10:55.130Z,160714865513000
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:10:54.285Z,160714865428500
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:10:52.168Z,160714865216900
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:10:50.556Z,160714865055700
"flop:  [6♣, K♠, 2♥]",2020-12-05T06:10:47.677Z,160714864767900
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:10:46.872Z,160714864687300
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:10:44.980Z,160714864498200
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T06:10:44.164Z,160714864416500
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:10:43.065Z,160714864306600
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:10:41.979Z,160714864198000
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:10:41.144Z,160714864114400
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:10:39.653Z,160714863965400
"""modi @ ijiXIznN9B"" folds",2020-12-05T06:10:37.941Z,160714863794312
"""joe @ To7KZmMlPh"" posts a big blind of 20",2020-12-05T06:10:37.941Z,160714863794311
"""Tim @ OuRDJHZx-C"" posts a small blind of 10",2020-12-05T06:10:37.941Z,160714863794310
"Your hand is 4♦, 9♦",2020-12-05T06:10:37.941Z,160714863794307
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3428) | #2 ""joe @ To7KZmMlPh"" (2660) | #3 ""modi @ ijiXIznN9B"" (4088) | #4 ""CreamPuff @ owJOiR5UW9"" (972) | #6 ""Jen @ XqgTOswofW"" (5217) | #7 ""Linan @ PKTux6PUMb"" (3823) | #8 ""Dan @ ZB3s47J263"" (1592) | #10 ""Matt @ BzFeWrc0Jd"" (220)",2020-12-05T06:10:37.941Z,160714863794301
"-- starting hand #89  (No Limit Texas Hold'em) (dealer: ""Matt @ BzFeWrc0Jd"") --",2020-12-05T06:10:37.941Z,160714863794300
"""joe @ To7KZmMlPh"" shows a J♣, 6♣.",2020-12-05T06:10:31.939Z,160714863193900
"-- ending hand #88 --",2020-12-05T06:10:31.419Z,160714863142001
"""Matt @ BzFeWrc0Jd"" collected 220 from pot with Flush, Ks High (combination: K♠, 9♠, 6♠, 5♠, 3♠)",2020-12-05T06:10:31.419Z,160714863142000
"river: 5♠, 6♠, 5♦, K♠ [6♥]",2020-12-05T06:10:28.396Z,160714862840700
"turn: 5♠, 6♠, 5♦ [K♠]",2020-12-05T06:10:25.372Z,160714862537600
"""Matt @ BzFeWrc0Jd"" shows a 9♠, 3♠.",2020-12-05T06:10:22.360Z,160714862236101
"""Dan @ ZB3s47J263"" shows a 4♠, 3♦.",2020-12-05T06:10:22.360Z,160714862236100
"""Dan @ ZB3s47J263"" calls 50",2020-12-05T06:10:21.557Z,160714862155800
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:10:19.889Z,160714861989000
"""Jen @ XqgTOswofW"" folds",2020-12-05T06:10:11.378Z,160714861137900
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:10:10.541Z,160714861054200
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:10:08.574Z,160714860857500
"""Matt @ BzFeWrc0Jd"" bets 50 and go all in",2020-12-05T06:10:07.768Z,160714860776900
"flop:  [5♠, 6♠, 5♦]",2020-12-05T06:10:01.972Z,160714860197300
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:10:01.163Z,160714860116400
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T06:10:00.356Z,160714860035700
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:09:59.303Z,160714859930400
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:09:58.405Z,160714859840600
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:09:57.565Z,160714859756600
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:09:56.727Z,160714859672800
"""modi @ ijiXIznN9B"" folds",2020-12-05T06:09:55.815Z,160714859581600
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:09:54.974Z,160714859497500
"""Tim @ OuRDJHZx-C"" posts a big blind of 20",2020-12-05T06:09:46.262Z,160714858626311
"""Matt @ BzFeWrc0Jd"" posts a small blind of 10",2020-12-05T06:09:46.262Z,160714858626310
"Your hand is 8♠, 2♥",2020-12-05T06:09:46.262Z,160714858626307
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3448) | #2 ""joe @ To7KZmMlPh"" (2660) | #3 ""modi @ ijiXIznN9B"" (4088) | #4 ""CreamPuff @ owJOiR5UW9"" (992) | #6 ""Jen @ XqgTOswofW"" (5237) | #7 ""Linan @ PKTux6PUMb"" (3843) | #8 ""Dan @ ZB3s47J263"" (1662) | #10 ""Matt @ BzFeWrc0Jd"" (70)",2020-12-05T06:09:46.262Z,160714858626301
"-- starting hand #88  (No Limit Texas Hold'em) (dealer: ""Dan @ ZB3s47J263"") --",2020-12-05T06:09:46.262Z,160714858626300
"""joe @ To7KZmMlPh"" shows a 8♣, 6♥.",2020-12-05T06:09:40.555Z,160714858055600
"-- ending hand #87 --",2020-12-05T06:09:38.248Z,160714857825104
"""CreamPuff @ owJOiR5UW9"" shows a A♥, A♣.",2020-12-05T06:09:38.248Z,160714857825103
"""Linan @ PKTux6PUMb"" shows a 6♦, K♦.",2020-12-05T06:09:38.248Z,160714857825102
"""Jen @ XqgTOswofW"" collected 2550 from pot with Three of a Kind, 2's (combination: 2♦, 2♣, 2♠, 10♠, 8♦)",2020-12-05T06:09:38.248Z,160714857825101
"""Jen @ XqgTOswofW"" shows a 7♦, 2♦.",2020-12-05T06:09:38.248Z,160714857825100
"""Jen @ XqgTOswofW"" calls 430",2020-12-05T06:09:37.443Z,160714857744300
"""CreamPuff @ owJOiR5UW9"" calls 430",2020-12-05T06:09:28.637Z,160714856863700
"""Linan @ PKTux6PUMb"" bets 430",2020-12-05T06:09:23.787Z,160714856378800
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:09:19.928Z,160714855992800
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:09:18.587Z,160714855858700
"river: 2♣, 8♦, 6♠, 2♠ [10♠]",2020-12-05T06:09:13.151Z,160714855315700
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T06:09:12.345Z,160714855234600
"""Linan @ PKTux6PUMb"" calls 160",2020-12-05T06:09:03.170Z,160714854317000
"""Jen @ XqgTOswofW"" calls 160",2020-12-05T06:08:58.797Z,160714853879800
"""CreamPuff @ owJOiR5UW9"" bets 160",2020-12-05T06:08:55.268Z,160714853526800
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T06:08:47.809Z,160714852781000
"turn: 2♣, 8♦, 6♠ [2♠]",2020-12-05T06:08:43.874Z,160714852388000
"""Matt @ BzFeWrc0Jd"" calls 100",2020-12-05T06:08:43.054Z,160714852305800
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:08:41.080Z,160714852108100
"""Linan @ PKTux6PUMb"" calls 100",2020-12-05T06:08:40.186Z,160714852018600
"""Jen @ XqgTOswofW"" calls 100",2020-12-05T06:08:31.683Z,160714851168400
"""CreamPuff @ owJOiR5UW9"" raises to 100",2020-12-05T06:08:29.129Z,160714850913000
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:08:25.834Z,160714850583500
"""Matt @ BzFeWrc0Jd"" bets 20",2020-12-05T06:08:22.916Z,160714850291700
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:08:18.445Z,160714849844600
"flop:  [2♣, 8♦, 6♠]",2020-12-05T06:08:15.629Z,160714849563000
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:08:14.824Z,160714849482500
"""Tim @ OuRDJHZx-C"" calls 60",2020-12-05T06:08:13.949Z,160714849395000
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T06:08:10.304Z,160714849030400
"""Dan @ ZB3s47J263"" calls 60",2020-12-05T06:08:08.543Z,160714848854400
"""Linan @ PKTux6PUMb"" calls 60",2020-12-05T06:08:07.470Z,160714848747100
"""Jen @ XqgTOswofW"" calls 60",2020-12-05T06:08:00.026Z,160714848002700
"""CreamPuff @ owJOiR5UW9"" raises to 60",2020-12-05T06:07:57.731Z,160714847773200
"""modi @ ijiXIznN9B"" folds",2020-12-05T06:07:53.456Z,160714847345700
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T06:07:52.651Z,160714847265200
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:07:49.359Z,160714846936000
"""Matt @ BzFeWrc0Jd"" posts a big blind of 20",2020-12-05T06:07:47.883Z,160714846788411
"""Dan @ ZB3s47J263"" posts a small blind of 10",2020-12-05T06:07:47.883Z,160714846788410
"Your hand is 6♦, K♦",2020-12-05T06:07:47.883Z,160714846788407
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3508) | #2 ""joe @ To7KZmMlPh"" (2680) | #3 ""modi @ ijiXIznN9B"" (4088) | #4 ""CreamPuff @ owJOiR5UW9"" (1742) | #6 ""Jen @ XqgTOswofW"" (3437) | #7 ""Linan @ PKTux6PUMb"" (4593) | #8 ""Dan @ ZB3s47J263"" (1722) | #10 ""Matt @ BzFeWrc0Jd"" (230)",2020-12-05T06:07:47.883Z,160714846788401
"-- starting hand #87  (No Limit Texas Hold'em) (dealer: ""Linan @ PKTux6PUMb"") --",2020-12-05T06:07:47.883Z,160714846788400
"-- ending hand #86 --",2020-12-05T06:07:44.960Z,160714846496102
"""Jen @ XqgTOswofW"" collected 580 from pot",2020-12-05T06:07:44.960Z,160714846496101
"Uncalled bet of 100 returned to ""Jen @ XqgTOswofW""",2020-12-05T06:07:44.960Z,160714846496100
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:07:44.156Z,160714846415700
"""Jen @ XqgTOswofW"" bets 100",2020-12-05T06:07:40.449Z,160714846045000
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:07:36.894Z,160714845689500
"river: J♠, 3♦, A♥, 6♣ [7♦]",2020-12-05T06:07:32.625Z,160714845262900
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:07:31.809Z,160714845181000
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:07:30.359Z,160714845036000
"turn: J♠, 3♦, A♥ [6♣]",2020-12-05T06:07:25.675Z,160714844567600
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T06:07:24.870Z,160714844487100
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:07:24.009Z,160714844401000
"""Jen @ XqgTOswofW"" calls 80",2020-12-05T06:07:20.463Z,160714844046400
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:07:18.436Z,160714843843600
"""Tim @ OuRDJHZx-C"" bets 80",2020-12-05T06:07:17.082Z,160714843708300
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T06:07:07.408Z,160714842740800
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:07:05.294Z,160714842529400
"flop:  [J♠, 3♦, A♥]",2020-12-05T06:07:02.434Z,160714842243500
"""Matt @ BzFeWrc0Jd"" calls 80",2020-12-05T06:07:01.628Z,160714842162900
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:06:59.174Z,160714841917500
"""Linan @ PKTux6PUMb"" calls 80",2020-12-05T06:06:58.278Z,160714841827800
"""Jen @ XqgTOswofW"" calls 80",2020-12-05T06:06:55.614Z,160714841561400
"""CreamPuff @ owJOiR5UW9"" calls 80",2020-12-05T06:06:54.771Z,160714841477200
"""modi @ ijiXIznN9B"" folds",2020-12-05T06:06:52.511Z,160714841251200
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:06:51.706Z,160714841170700
"""Tim @ OuRDJHZx-C"" raises to 80",2020-12-05T06:06:50.825Z,160714841082600
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T06:06:47.765Z,160714840776600
"""Dan @ ZB3s47J263"" posts a big blind of 20",2020-12-05T06:06:45.387Z,160714840538811
"""Linan @ PKTux6PUMb"" posts a small blind of 10",2020-12-05T06:06:45.387Z,160714840538810
"Your hand is 10♠, 2♥",2020-12-05T06:06:45.387Z,160714840538807
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3668) | #2 ""joe @ To7KZmMlPh"" (2680) | #3 ""modi @ ijiXIznN9B"" (4088) | #4 ""CreamPuff @ owJOiR5UW9"" (1822) | #6 ""Jen @ XqgTOswofW"" (3017) | #7 ""Linan @ PKTux6PUMb"" (4673) | #8 ""Dan @ ZB3s47J263"" (1742) | #10 ""Matt @ BzFeWrc0Jd"" (310)",2020-12-05T06:06:45.387Z,160714840538801
"-- starting hand #86  (No Limit Texas Hold'em) (dealer: ""Jen @ XqgTOswofW"") --",2020-12-05T06:06:45.387Z,160714840538800
"""Jen @ XqgTOswofW"" shows a 5♥, 6♣.",2020-12-05T06:06:39.299Z,160714839930000
"-- ending hand #85 --",2020-12-05T06:06:37.838Z,160714839783903
"""Linan @ PKTux6PUMb"" shows a K♦, J♥.",2020-12-05T06:06:37.838Z,160714839783902
"""CreamPuff @ owJOiR5UW9"" collected 640 from pot with Flush, Qc High (combination: Q♣, J♣, 9♣, 8♣, 3♣)",2020-12-05T06:06:37.838Z,160714839783901
"""CreamPuff @ owJOiR5UW9"" shows a Q♠, 3♣.",2020-12-05T06:06:37.838Z,160714839783900
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:06:37.032Z,160714839703300
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:06:35.371Z,160714839537200
"river: 4♠, 9♣, Q♣, J♣ [8♣]",2020-12-05T06:06:25.353Z,160714838535600
"""CreamPuff @ owJOiR5UW9"" calls 160",2020-12-05T06:06:24.548Z,160714838454900
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:06:21.360Z,160714838136100
"""Linan @ PKTux6PUMb"" bets 160",2020-12-05T06:06:19.856Z,160714837985700
"turn: 4♠, 9♣, Q♣ [J♣]",2020-12-05T06:06:14.682Z,160714837468400
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T06:06:13.875Z,160714837387500
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:06:10.838Z,160714837083900
"""Linan @ PKTux6PUMb"" calls 60",2020-12-05T06:06:03.154Z,160714836315500
"""Jen @ XqgTOswofW"" folds",2020-12-05T06:05:57.663Z,160714835766600
"""CreamPuff @ owJOiR5UW9"" calls 60",2020-12-05T06:05:49.466Z,160714834946800
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:05:47.445Z,160714834744600
"""Tim @ OuRDJHZx-C"" bets 60",2020-12-05T06:05:42.466Z,160714834246700
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T06:05:35.827Z,160714833582800
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:05:33.493Z,160714833349400
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:05:32.487Z,160714833248700
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:05:31.645Z,160714833164600
"flop:  [4♠, 9♣, Q♣]",2020-12-05T06:05:25.604Z,160714832560500
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:05:24.769Z,160714832477000
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:05:23.925Z,160714832392600
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:05:23.049Z,160714832305000
"""modi @ ijiXIznN9B"" folds",2020-12-05T06:05:22.128Z,160714832212900
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T06:05:21.269Z,160714832127000
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:05:19.195Z,160714831919600
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T06:05:17.469Z,160714831747000
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:05:15.332Z,160714831533300
"""Linan @ PKTux6PUMb"" posts a big blind of 20",2020-12-05T06:05:13.921Z,160714831392311
"""Jen @ XqgTOswofW"" posts a small blind of 10",2020-12-05T06:05:13.921Z,160714831392310
"Your hand is K♦, J♥",2020-12-05T06:05:13.921Z,160714831392307
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3748) | #2 ""joe @ To7KZmMlPh"" (2700) | #3 ""modi @ ijiXIznN9B"" (4088) | #4 ""CreamPuff @ owJOiR5UW9"" (1422) | #6 ""Jen @ XqgTOswofW"" (3037) | #7 ""Linan @ PKTux6PUMb"" (4913) | #8 ""Dan @ ZB3s47J263"" (1762) | #10 ""Matt @ BzFeWrc0Jd"" (330)",2020-12-05T06:05:13.921Z,160714831392301
"-- starting hand #85  (No Limit Texas Hold'em) (dealer: ""CreamPuff @ owJOiR5UW9"") --",2020-12-05T06:05:13.921Z,160714831392300
"Undealt cards: 4♥, 7♣, 10♠ [J♦, 8♥]",2020-12-05T06:05:11.663Z,160714831166400
"-- ending hand #84 --",2020-12-05T06:05:08.001Z,160714830800102
"""Jen @ XqgTOswofW"" collected 420 from pot",2020-12-05T06:05:08.001Z,160714830800101
"Uncalled bet of 210 returned to ""Jen @ XqgTOswofW""",2020-12-05T06:05:08.001Z,160714830800100
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:05:07.185Z,160714830718600
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:05:06.284Z,160714830628500
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:04:56.026Z,160714829602700
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T06:04:54.777Z,160714829477800
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:04:51.531Z,160714829153200
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:04:50.638Z,160714829063900
"""Jen @ XqgTOswofW"" bets 210",2020-12-05T06:04:44.390Z,160714828439100
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:04:34.588Z,160714827458900
"flop:  [4♥, 7♣, 10♠]",2020-12-05T06:04:31.082Z,160714827108400
"""CreamPuff @ owJOiR5UW9"" calls 60",2020-12-05T06:04:30.276Z,160714827027700
"""joe @ To7KZmMlPh"" calls 60",2020-12-05T06:04:29.373Z,160714826937400
"""Tim @ OuRDJHZx-C"" calls 60",2020-12-05T06:04:23.119Z,160714826312000
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T06:04:17.373Z,160714825737400
"""Dan @ ZB3s47J263"" calls 60",2020-12-05T06:04:16.378Z,160714825637900
"""Linan @ PKTux6PUMb"" calls 60",2020-12-05T06:04:14.679Z,160714825468000
"""Jen @ XqgTOswofW"" raises to 60",2020-12-05T06:04:10.445Z,160714825044600
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:04:05.760Z,160714824576100
"""modi @ ijiXIznN9B"" folds",2020-12-05T06:04:04.830Z,160714824484500
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T06:04:04.001Z,160714824400200
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:04:01.986Z,160714824198700
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T06:04:00.269Z,160714824027000
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:03:57.347Z,160714823734800
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:03:56.453Z,160714823645400
"""Jen @ XqgTOswofW"" posts a big blind of 20",2020-12-05T06:03:54.674Z,160714823467611
"""CreamPuff @ owJOiR5UW9"" posts a small blind of 10",2020-12-05T06:03:54.674Z,160714823467610
"Your hand is 2♦, 4♦",2020-12-05T06:03:54.674Z,160714823467607
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3808) | #2 ""joe @ To7KZmMlPh"" (2760) | #3 ""modi @ ijiXIznN9B"" (4088) | #4 ""CreamPuff @ owJOiR5UW9"" (1482) | #6 ""Jen @ XqgTOswofW"" (2677) | #7 ""Linan @ PKTux6PUMb"" (4973) | #8 ""Dan @ ZB3s47J263"" (1822) | #10 ""Matt @ BzFeWrc0Jd"" (390)",2020-12-05T06:03:54.674Z,160714823467601
"-- starting hand #84  (No Limit Texas Hold'em) (dealer: ""modi @ ijiXIznN9B"") --",2020-12-05T06:03:54.674Z,160714823467600
"-- ending hand #83 --",2020-12-05T06:03:48.139Z,160714822814102
"""Tim @ OuRDJHZx-C"" collected 900 from pot with Flush, Kh High (combination: K♥, 9♥, 8♥, 6♥, 3♥)",2020-12-05T06:03:48.139Z,160714822814101
"""Tim @ OuRDJHZx-C"" shows a K♥, 9♥.",2020-12-05T06:03:48.139Z,160714822814100
"""joe @ To7KZmMlPh"" calls 225",2020-12-05T06:03:47.328Z,160714822732800
"""Tim @ OuRDJHZx-C"" bets 225",2020-12-05T06:03:45.365Z,160714822536600
"river: 3♥, 8♥, Q♦, 6♥ [9♠]",2020-12-05T06:03:41.646Z,160714822165600
"""joe @ To7KZmMlPh"" calls 80",2020-12-05T06:03:40.834Z,160714822083500
"""Tim @ OuRDJHZx-C"" bets 80",2020-12-05T06:03:38.718Z,160714821871900
"turn: 3♥, 8♥, Q♦ [6♥]",2020-12-05T06:03:33.053Z,160714821305500
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T06:03:32.246Z,160714821224700
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:03:31.373Z,160714821137400
"""Jen @ XqgTOswofW"" folds",2020-12-05T06:03:29.556Z,160714820955600
